"","team_one","team_two","score_one","score_two","rank_team_one","conf_team_one","rank_team_two","conf_team_two","year","host_region","home_cont_one","home_cont_two","team_one_win","team_two_win","draw"
"1","Argentina","Hungary",2,1,1924,"CONMEBOL",1919,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"2","Italy","France",2,1,1934,"UEFA",1880,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"3","Argentina","France",2,1,1924,"CONMEBOL",1880,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"4","Italy","Hungary",3,1,1934,"UEFA",1919,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"5","Argentina","Italy",0,1,1924,"CONMEBOL",1934,"UEFA",1978,"CONMEBOL","1","0","0","1","0"
"6","France","Hungary",3,1,1880,"UEFA",1919,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"7","Poland","West Germany",0,0,1941,"UEFA",2082,"UEFA",1978,"CONMEBOL","0","0","0","0","1"
"8","Tunisia","Mexico",3,1,1678,"CAF",1793,"CONCACAF",1978,"CONMEBOL","0","0","1","0","0"
"9","Poland","Tunisia",1,0,1941,"UEFA",1678,"CAF",1978,"CONMEBOL","0","0","1","0","0"
"10","West Germany","Mexico",6,0,2082,"UEFA",1793,"CONCACAF",1978,"CONMEBOL","0","0","1","0","0"
"11","Poland","Mexico",3,1,1941,"UEFA",1793,"CONCACAF",1978,"CONMEBOL","0","0","1","0","0"
"12","Tunisia","West Germany",0,0,1678,"CAF",2082,"UEFA",1978,"CONMEBOL","0","0","0","0","1"
"13","Austria","Spain",2,1,1859,"UEFA",1956,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"14","Brazil","Sweden",1,1,2077,"CONMEBOL",1790,"UEFA",1978,"CONMEBOL","1","0","0","0","1"
"15","Austria","Sweden",1,0,1859,"UEFA",1790,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"16","Brazil","Spain",0,0,2077,"CONMEBOL",1956,"UEFA",1978,"CONMEBOL","1","0","0","0","1"
"17","Brazil","Austria",1,0,2077,"CONMEBOL",1859,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"18","Spain","Sweden",1,0,1956,"UEFA",1790,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"19","Netherlands","Iran",3,0,2091,"UEFA",1773,"AFC",1978,"CONMEBOL","0","0","1","0","0"
"20","Peru","Scotland",3,1,1754,"CONMEBOL",1941,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"21","Iran","Scotland",1,1,1773,"AFC",1941,"UEFA",1978,"CONMEBOL","0","0","0","0","1"
"22","Netherlands","Peru",0,0,2091,"UEFA",1754,"CONMEBOL",1978,"CONMEBOL","0","1","0","0","1"
"23","Peru","Iran",4,1,1754,"CONMEBOL",1773,"AFC",1978,"CONMEBOL","1","0","1","0","0"
"24","Scotland","Netherlands",3,2,1941,"UEFA",2091,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"25","Italy","West Germany",0,0,1934,"UEFA",2082,"UEFA",1978,"CONMEBOL","0","0","0","0","1"
"26","Netherlands","Austria",5,1,2091,"UEFA",1859,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"27","Italy","Austria",1,0,1934,"UEFA",1859,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"28","Netherlands","West Germany",2,2,2091,"UEFA",2082,"UEFA",1978,"CONMEBOL","0","0","0","0","1"
"29","Austria","West Germany",3,2,1859,"UEFA",2082,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"30","Netherlands","Italy",2,1,2091,"UEFA",1934,"UEFA",1978,"CONMEBOL","0","0","1","0","0"
"31","Argentina","Poland",2,0,1924,"CONMEBOL",1941,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"32","Brazil","Peru",3,0,2077,"CONMEBOL",1754,"CONMEBOL",1978,"CONMEBOL","1","1","1","0","0"
"33","Argentina","Brazil",0,0,1924,"CONMEBOL",2077,"CONMEBOL",1978,"CONMEBOL","1","1","0","0","1"
"34","Poland","Peru",1,0,1941,"UEFA",1754,"CONMEBOL",1978,"CONMEBOL","0","1","1","0","0"
"35","Argentina","Peru",6,0,1924,"CONMEBOL",1754,"CONMEBOL",1978,"CONMEBOL","1","1","1","0","0"
"36","Brazil","Poland",3,1,2077,"CONMEBOL",1941,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"37","Brazil","Italy",2,1,2077,"CONMEBOL",1934,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"38","Argentina","Netherlands",3,1,1924,"CONMEBOL",2091,"UEFA",1978,"CONMEBOL","1","0","1","0","0"
"39","Italy","Poland",0,0,1891,"UEFA",1958,"UEFA",1982,"UEFA","1","1","0","0","1"
"40","Cameroon","Peru",0,0,1665,"CAF",1774,"CONMEBOL",1982,"UEFA","0","0","0","0","1"
"41","Italy","Peru",1,1,1891,"UEFA",1774,"CONMEBOL",1982,"UEFA","1","0","0","0","1"
"42","Cameroon","Poland",0,0,1665,"CAF",1958,"UEFA",1982,"UEFA","0","1","0","0","1"
"43","Poland","Peru",5,1,1958,"UEFA",1774,"CONMEBOL",1982,"UEFA","1","0","1","0","0"
"44","Cameroon","Italy",1,1,1665,"CAF",1891,"UEFA",1982,"UEFA","0","1","0","0","1"
"45","Algeria","West Germany",2,1,1644,"CAF",2107,"UEFA",1982,"UEFA","0","1","1","0","0"
"46","Austria","Chile",1,0,1916,"UEFA",1770,"CONMEBOL",1982,"UEFA","1","0","1","0","0"
"47","West Germany","Chile",4,1,2107,"UEFA",1770,"CONMEBOL",1982,"UEFA","1","0","1","0","0"
"48","Austria","Algeria",2,0,1916,"UEFA",1644,"CAF",1982,"UEFA","1","0","1","0","0"
"49","Algeria","Chile",3,2,1644,"CAF",1770,"CONMEBOL",1982,"UEFA","0","0","1","0","0"
"50","West Germany","Austria",1,0,2107,"UEFA",1916,"UEFA",1982,"UEFA","1","1","1","0","0"
"51","Belgium","Argentina",1,0,1912,"UEFA",2002,"CONMEBOL",1982,"UEFA","1","0","1","0","0"
"52","Hungary","El Salvador",10,1,1798,"UEFA",1610,"CONCACAF",1982,"UEFA","1","0","1","0","0"
"53","Argentina","Hungary",4,1,2002,"CONMEBOL",1798,"UEFA",1982,"UEFA","0","1","1","0","0"
"54","Belgium","El Salvador",1,0,1912,"UEFA",1610,"CONCACAF",1982,"UEFA","1","0","1","0","0"
"55","Belgium","Hungary",1,1,1912,"UEFA",1798,"UEFA",1982,"UEFA","1","1","0","0","1"
"56","Argentina","El Salvador",2,0,2002,"CONMEBOL",1610,"CONCACAF",1982,"UEFA","0","0","1","0","0"
"57","England","France",3,1,1965,"UEFA",1891,"UEFA",1982,"UEFA","1","1","1","0","0"
"58","Czechoslovakia","Kuwait",1,1,1897,"UEFA",1633,"AFC",1982,"UEFA","1","0","0","0","1"
"59","England","Czechoslovakia",2,0,1965,"UEFA",1897,"UEFA",1982,"UEFA","1","1","1","0","0"
"60","France","Kuwait",4,1,1891,"UEFA",1633,"AFC",1982,"UEFA","1","0","1","0","0"
"61","Czechoslovakia","France",1,1,1897,"UEFA",1891,"UEFA",1982,"UEFA","1","1","0","0","1"
"62","England","Kuwait",1,0,1965,"UEFA",1633,"AFC",1982,"UEFA","1","0","1","0","0"
"63","Spain","Honduras",1,1,1887,"UEFA",1600,"CONCACAF",1982,"UEFA","1","0","0","0","1"
"64","Northern Ireland","Yugoslavia",0,0,1738,"UEFA",1914,"UEFA",1982,"UEFA","1","1","0","0","1"
"65","Spain","Yugoslavia",2,1,1887,"UEFA",1914,"UEFA",1982,"UEFA","1","1","1","0","0"
"66","Honduras","Northern Ireland",1,1,1600,"CONCACAF",1738,"UEFA",1982,"UEFA","0","1","0","0","1"
"67","Yugoslavia","Honduras",1,0,1914,"UEFA",1600,"CONCACAF",1982,"UEFA","1","0","1","0","0"
"68","Spain","Northern Ireland",0,1,1887,"UEFA",1738,"UEFA",1982,"UEFA","1","1","0","1","0"
"69","Brazil","Soviet Union",2,1,2091,"CONMEBOL",2015,"UEFA",1982,"UEFA","0","1","1","0","0"
"70","Scotland","New Zealand",5,2,1836,"UEFA",1600,"OFC",1982,"UEFA","1","0","1","0","0"
"71","Brazil","Scotland",4,1,2091,"CONMEBOL",1836,"UEFA",1982,"UEFA","0","1","1","0","0"
"72","Soviet Union","New Zealand",3,0,2015,"UEFA",1600,"OFC",1982,"UEFA","1","0","1","0","0"
"73","Scotland","Soviet Union",2,2,1836,"UEFA",2015,"UEFA",1982,"UEFA","1","1","0","0","1"
"74","Brazil","New Zealand",4,0,2091,"CONMEBOL",1600,"OFC",1982,"UEFA","0","0","1","0","0"
"75","Poland","Belgium",3,0,1958,"UEFA",1912,"UEFA",1982,"UEFA","1","1","1","0","0"
"76","Soviet Union","Belgium",1,0,2015,"UEFA",1912,"UEFA",1982,"UEFA","1","1","1","0","0"
"77","Poland","Soviet Union",0,0,1958,"UEFA",2015,"UEFA",1982,"UEFA","1","1","0","0","1"
"78","England","West Germany",0,0,1965,"UEFA",2107,"UEFA",1982,"UEFA","1","1","0","0","1"
"79","Spain","West Germany",1,2,1887,"UEFA",2107,"UEFA",1982,"UEFA","1","1","0","1","0"
"80","Spain","England",0,0,1887,"UEFA",1965,"UEFA",1982,"UEFA","1","1","0","0","1"
"81","Italy","Argentina",2,1,1891,"UEFA",2002,"CONMEBOL",1982,"UEFA","1","0","1","0","0"
"82","Brazil","Argentina",3,1,2091,"CONMEBOL",2002,"CONMEBOL",1982,"UEFA","0","0","1","0","0"
"83","Italy","Brazil",3,2,1891,"UEFA",2091,"CONMEBOL",1982,"UEFA","1","0","1","0","0"
"84","France","Austria",1,0,1891,"UEFA",1916,"UEFA",1982,"UEFA","1","1","1","0","0"
"85","Austria","Northern Ireland",2,2,1916,"UEFA",1738,"UEFA",1982,"UEFA","1","1","0","0","1"
"86","France","Northern Ireland",4,1,1891,"UEFA",1738,"UEFA",1982,"UEFA","1","1","1","0","0"
"87","France","West Germany",3,3,1891,"UEFA",2107,"UEFA",1982,"UEFA","1","1","0","0","1"
"88","Italy","Poland",2,0,1891,"UEFA",1958,"UEFA",1982,"UEFA","1","1","1","0","0"
"89","Poland","France",3,2,1958,"UEFA",1891,"UEFA",1982,"UEFA","1","1","1","0","0"
"90","Italy","West Germany",3,1,1891,"UEFA",2107,"UEFA",1982,"UEFA","1","1","1","0","0"
"91","Bulgaria","Italy",1,1,1844,"UEFA",1879,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"92","Argentina","South Korea",3,1,1871,"CONMEBOL",1624,"AFC",1986,"CONCACAF","0","0","1","0","0"
"93","Argentina","Italy",1,1,1871,"CONMEBOL",1879,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"94","Bulgaria","South Korea",1,1,1844,"UEFA",1624,"AFC",1986,"CONCACAF","0","0","0","0","1"
"95","Argentina","Bulgaria",2,0,1871,"CONMEBOL",1844,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"96","Italy","South Korea",3,2,1879,"UEFA",1624,"AFC",1986,"CONCACAF","0","0","1","0","0"
"97","Mexico","Belgium",2,1,1843,"CONCACAF",1822,"UEFA",1986,"CONCACAF","1","0","1","0","0"
"98","Paraguay","Iraq",1,0,1810,"CONMEBOL",1617,"AFC",1986,"CONCACAF","0","0","1","0","0"
"99","Mexico","Paraguay",1,1,1843,"CONCACAF",1810,"CONMEBOL",1986,"CONCACAF","1","0","0","0","1"
"100","Belgium","Iraq",2,1,1822,"UEFA",1617,"AFC",1986,"CONCACAF","0","0","1","0","0"
"101","Belgium","Paraguay",2,2,1822,"UEFA",1810,"CONMEBOL",1986,"CONCACAF","0","0","0","0","1"
"102","Mexico","Iraq",1,0,1843,"CONCACAF",1617,"AFC",1986,"CONCACAF","1","0","1","0","0"
"103","France","Canada",1,0,2001,"UEFA",1641,"CONCACAF",1986,"CONCACAF","0","1","1","0","0"
"104","Soviet Union","Hungary",6,0,1941,"UEFA",1889,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"105","France","Soviet Union",1,1,2001,"UEFA",1941,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"106","Hungary","Canada",2,0,1889,"UEFA",1641,"CONCACAF",1986,"CONCACAF","0","1","1","0","0"
"107","France","Hungary",3,0,2001,"UEFA",1889,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"108","Soviet Union","Canada",2,0,1941,"UEFA",1641,"CONCACAF",1986,"CONCACAF","0","1","1","0","0"
"109","Brazil","Spain",1,0,1941,"CONMEBOL",1870,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"110","Algeria","Northern Ireland",1,1,1615,"CAF",1849,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"111","Brazil","Algeria",1,0,1941,"CONMEBOL",1615,"CAF",1986,"CONCACAF","0","0","1","0","0"
"112","Spain","Northern Ireland",2,1,1870,"UEFA",1849,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"113","Brazil","Northern Ireland",3,0,1941,"CONMEBOL",1849,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"114","Spain","Algeria",3,0,1870,"UEFA",1615,"CAF",1986,"CONCACAF","0","0","1","0","0"
"115","Denmark","Scotland",1,0,1889,"UEFA",1873,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"116","Uruguay","West Germany",1,1,1830,"CONMEBOL",1938,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"117","Denmark","Uruguay",6,1,1889,"UEFA",1830,"CONMEBOL",1986,"CONCACAF","0","0","1","0","0"
"118","West Germany","Scotland",2,1,1938,"UEFA",1873,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"119","Denmark","West Germany",2,0,1889,"UEFA",1938,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"120","Scotland","Uruguay",0,0,1873,"UEFA",1830,"CONMEBOL",1986,"CONCACAF","0","0","0","0","1"
"121","Morocco","Poland",0,0,1643,"CAF",1804,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"122","Portugal","England",1,0,1806,"UEFA",1989,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"123","England","Morocco",0,0,1989,"UEFA",1643,"CAF",1986,"CONCACAF","0","0","0","0","1"
"124","Poland","Portugal",1,0,1804,"UEFA",1806,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"125","England","Poland",3,0,1989,"UEFA",1804,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"126","Morocco","Portugal",3,1,1643,"CAF",1806,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"127","Belgium","Soviet Union",4,3,1822,"UEFA",1941,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"128","Mexico","Bulgaria",2,0,1843,"CONCACAF",1844,"UEFA",1986,"CONCACAF","1","0","1","0","0"
"129","Argentina","Uruguay",1,0,1871,"CONMEBOL",1830,"CONMEBOL",1986,"CONCACAF","0","0","1","0","0"
"130","Brazil","Poland",4,0,1941,"CONMEBOL",1804,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"131","France","Italy",2,0,2001,"UEFA",1879,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"132","West Germany","Morocco",1,0,1938,"UEFA",1643,"CAF",1986,"CONCACAF","0","0","1","0","0"
"133","England","Paraguay",3,0,1989,"UEFA",1810,"CONMEBOL",1986,"CONCACAF","0","0","1","0","0"
"134","Spain","Denmark",5,1,1870,"UEFA",1889,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"135","Brazil","France",1,1,1941,"CONMEBOL",2001,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"136","Mexico","West Germany",0,0,1843,"CONCACAF",1938,"UEFA",1986,"CONCACAF","1","0","0","0","1"
"137","Argentina","England",2,1,1871,"CONMEBOL",1989,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"138","Belgium","Spain",1,1,1822,"UEFA",1870,"UEFA",1986,"CONCACAF","0","0","0","0","1"
"139","Argentina","Belgium",2,0,1871,"CONMEBOL",1822,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"140","West Germany","France",2,0,1938,"UEFA",2001,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"141","France","Belgium",4,2,2001,"UEFA",1822,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"142","Argentina","West Germany",3,2,1871,"CONMEBOL",1938,"UEFA",1986,"CONCACAF","0","0","1","0","0"
"143","Italy","Austria",1,0,1964,"UEFA",1765,"UEFA",1990,"UEFA","1","1","1","0","0"
"144","Czechoslovakia","United States",5,1,1854,"UEFA",1590,"CONCACAF",1990,"UEFA","1","0","1","0","0"
"145","Italy","United States",1,0,1964,"UEFA",1590,"CONCACAF",1990,"UEFA","1","0","1","0","0"
"146","Czechoslovakia","Austria",1,0,1854,"UEFA",1765,"UEFA",1990,"UEFA","1","1","1","0","0"
"147","Austria","United States",2,1,1765,"UEFA",1590,"CONCACAF",1990,"UEFA","1","0","1","0","0"
"148","Italy","Czechoslovakia",2,0,1964,"UEFA",1854,"UEFA",1990,"UEFA","1","1","1","0","0"
"149","Cameroon","Argentina",1,0,1634,"CAF",1793,"CONMEBOL",1990,"UEFA","0","0","1","0","0"
"150","Romania","Soviet Union",2,0,1894,"UEFA",1942,"UEFA",1990,"UEFA","1","1","1","0","0"
"151","Argentina","Soviet Union",2,0,1793,"CONMEBOL",1942,"UEFA",1990,"UEFA","0","1","1","0","0"
"152","Cameroon","Romania",2,1,1634,"CAF",1894,"UEFA",1990,"UEFA","0","1","1","0","0"
"153","Argentina","Romania",1,1,1793,"CONMEBOL",1894,"UEFA",1990,"UEFA","0","1","0","0","1"
"154","Soviet Union","Cameroon",4,0,1942,"UEFA",1634,"CAF",1990,"UEFA","1","0","1","0","0"
"155","Brazil","Sweden",2,1,1990,"CONMEBOL",1953,"UEFA",1990,"UEFA","0","1","1","0","0"
"156","Costa Rica","Scotland",1,0,1609,"CONCACAF",1738,"UEFA",1990,"UEFA","0","1","1","0","0"
"157","Brazil","Costa Rica",1,0,1990,"CONMEBOL",1609,"CONCACAF",1990,"UEFA","0","0","1","0","0"
"158","Scotland","Sweden",2,1,1738,"UEFA",1953,"UEFA",1990,"UEFA","1","1","1","0","0"
"159","Brazil","Scotland",1,0,1990,"CONMEBOL",1738,"UEFA",1990,"UEFA","0","1","1","0","0"
"160","Costa Rica","Sweden",2,1,1609,"CONCACAF",1953,"UEFA",1990,"UEFA","0","1","1","0","0"
"161","Colombia","United Arab Emirates",2,0,1814,"CONMEBOL",1461,"AFC",1990,"UEFA","0","0","1","0","0"
"162","West Germany","Yugoslavia",4,1,1993,"UEFA",1907,"UEFA",1990,"UEFA","1","1","1","0","0"
"163","Yugoslavia","Colombia",1,0,1907,"UEFA",1814,"CONMEBOL",1990,"UEFA","1","0","1","0","0"
"164","West Germany","United Arab Emirates",5,1,1993,"UEFA",1461,"AFC",1990,"UEFA","1","0","1","0","0"
"165","Colombia","West Germany",1,1,1814,"CONMEBOL",1993,"UEFA",1990,"UEFA","0","1","0","0","1"
"166","Yugoslavia","United Arab Emirates",4,1,1907,"UEFA",1461,"AFC",1990,"UEFA","1","0","1","0","0"
"167","Belgium","South Korea",2,0,1832,"UEFA",1749,"AFC",1990,"UEFA","1","0","1","0","0"
"168","Spain","Uruguay",0,0,1926,"UEFA",1889,"CONMEBOL",1990,"UEFA","1","0","0","0","1"
"169","Belgium","Uruguay",3,1,1832,"UEFA",1889,"CONMEBOL",1990,"UEFA","1","0","1","0","0"
"170","Spain","South Korea",3,1,1926,"UEFA",1749,"AFC",1990,"UEFA","1","0","1","0","0"
"171","Spain","Belgium",2,1,1926,"UEFA",1832,"UEFA",1990,"UEFA","1","1","1","0","0"
"172","Uruguay","South Korea",1,0,1889,"CONMEBOL",1749,"AFC",1990,"UEFA","0","0","1","0","0"
"173","England","Ireland",1,1,1951,"UEFA",1887,"UEFA",1990,"UEFA","1","1","0","0","1"
"174","Egypt","Netherlands",1,1,1641,"CAF",2016,"UEFA",1990,"UEFA","0","1","0","0","1"
"175","England","Netherlands",0,0,1951,"UEFA",2016,"UEFA",1990,"UEFA","1","1","0","0","1"
"176","Egypt","Ireland",0,0,1641,"CAF",1887,"UEFA",1990,"UEFA","0","1","0","0","1"
"177","England","Egypt",1,0,1951,"UEFA",1641,"CAF",1990,"UEFA","1","0","1","0","0"
"178","Ireland","Netherlands",1,1,1887,"UEFA",2016,"UEFA",1990,"UEFA","1","1","0","0","1"
"179","Cameroon","Colombia",2,1,1634,"CAF",1814,"CONMEBOL",1990,"UEFA","0","0","1","0","0"
"180","Czechoslovakia","Costa Rica",4,1,1854,"UEFA",1609,"CONCACAF",1990,"UEFA","1","0","1","0","0"
"181","Argentina","Brazil",1,0,1793,"CONMEBOL",1990,"CONMEBOL",1990,"UEFA","0","0","1","0","0"
"182","West Germany","Netherlands",2,1,1993,"UEFA",2016,"UEFA",1990,"UEFA","1","1","1","0","0"
"183","Ireland","Romania",0,0,1887,"UEFA",1894,"UEFA",1990,"UEFA","1","1","0","0","1"
"184","Italy","Uruguay",2,0,1964,"UEFA",1889,"CONMEBOL",1990,"UEFA","1","0","1","0","0"
"185","England","Belgium",1,0,1951,"UEFA",1832,"UEFA",1990,"UEFA","1","1","1","0","0"
