"","team_one","team_two","score_one","score_two","rank_team_one","conf_team_one","rank_team_two","conf_team_two","year","host_region","home_cont_one","home_cont_two","team_one_win","team_two_win","draw"
"377","Germany","Poland",1,0,1889,"UEFA",1811,"UEFA",2006,"UEFA","1","1","1","0","0"
"378","Ecuador","Costa Rica",3,0,1698,"CONMEBOL",1723,"CONCACAF",2006,"UEFA","0","0","1","0","0"
"379","Germany","Ecuador",3,0,1889,"UEFA",1698,"CONMEBOL",2006,"UEFA","1","0","1","0","0"
"380","Poland","Costa Rica",2,1,1811,"UEFA",1723,"CONCACAF",2006,"UEFA","1","0","1","0","0"
"381","England","Paraguay",1,0,1969,"UEFA",1779,"CONMEBOL",2006,"UEFA","1","0","1","0","0"
"382","Sweden","Trinidad and Tobago",0,0,1866,"UEFA",1570,"CONCACAF",2006,"UEFA","1","0","0","0","1"
"383","England","Trinidad and Tobago",2,0,1969,"UEFA",1570,"CONCACAF",2006,"UEFA","1","0","1","0","0"
"384","Sweden","Paraguay",1,0,1866,"UEFA",1779,"CONMEBOL",2006,"UEFA","1","0","1","0","0"
"385","Paraguay","Trinidad and Tobago",2,0,1779,"CONMEBOL",1570,"CONCACAF",2006,"UEFA","0","0","1","0","0"
"386","England","Sweden",2,2,1969,"UEFA",1866,"UEFA",2006,"UEFA","1","1","0","0","1"
"387","Argentina","Ivory Coast",2,1,1922,"CONMEBOL",1758,"CAF",2006,"UEFA","0","0","1","0","0"
"388","Netherlands","Serbia and Montenegro",1,0,2002,"UEFA",1799,"UEFA",2006,"UEFA","1","1","1","0","0"
"389","Argentina","Serbia and Montenegro",6,0,1922,"CONMEBOL",1799,"UEFA",2006,"UEFA","0","1","1","0","0"
"390","Netherlands","Ivory Coast",2,1,2002,"UEFA",1758,"CAF",2006,"UEFA","1","0","1","0","0"
"391","Argentina","Netherlands",0,0,1922,"CONMEBOL",2002,"UEFA",2006,"UEFA","0","1","0","0","1"
"392","Ivory Coast","Serbia and Montenegro",3,2,1758,"CAF",1799,"UEFA",2006,"UEFA","0","1","1","0","0"
"393","Mexico","Iran",3,1,1837,"CONCACAF",1813,"AFC",2006,"UEFA","0","0","1","0","0"
"394","Portugal","Angola",1,0,1915,"UEFA",1573,"CAF",2006,"UEFA","1","0","1","0","0"
"395","Angola","Mexico",0,0,1573,"CAF",1837,"CONCACAF",2006,"UEFA","0","0","0","0","1"
"396","Portugal","Iran",2,0,1915,"UEFA",1813,"AFC",2006,"UEFA","1","0","1","0","0"
"397","Angola","Iran",1,1,1573,"CAF",1813,"AFC",2006,"UEFA","0","0","0","0","1"
"398","Portugal","Mexico",2,1,1915,"UEFA",1837,"CONCACAF",2006,"UEFA","1","0","1","0","0"
"399","Czech Republic","United States",3,0,1970,"UEFA",1834,"CONCACAF",2006,"UEFA","1","0","1","0","0"
"400","Italy","Ghana",2,0,1948,"UEFA",1597,"CAF",2006,"UEFA","1","0","1","0","0"
"401","Ghana","Czech Republic",2,0,1597,"CAF",1970,"UEFA",2006,"UEFA","0","1","1","0","0"
"402","Italy","United States",1,1,1948,"UEFA",1834,"CONCACAF",2006,"UEFA","1","0","0","0","1"
"403","Ghana","United States",2,1,1597,"CAF",1834,"CONCACAF",2006,"UEFA","0","0","1","0","0"
"404","Italy","Czech Republic",2,0,1948,"UEFA",1970,"UEFA",2006,"UEFA","1","1","1","0","0"
"405","Australia","Japan",3,1,1794,"AFC",1788,"AFC",2006,"UEFA","0","0","1","0","0"
"406","Brazil","Croatia",1,0,2032,"CONMEBOL",1855,"UEFA",2006,"UEFA","0","1","1","0","0"
"407","Brazil","Australia",2,0,2032,"CONMEBOL",1794,"AFC",2006,"UEFA","0","0","1","0","0"
"408","Croatia","Japan",0,0,1855,"UEFA",1788,"AFC",2006,"UEFA","1","0","0","0","1"
"409","Australia","Croatia",2,2,1794,"AFC",1855,"UEFA",2006,"UEFA","0","1","0","0","1"
"410","Brazil","Japan",4,1,2032,"CONMEBOL",1788,"AFC",2006,"UEFA","0","0","1","0","0"
"411","France","Switzerland",0,0,1970,"UEFA",1793,"UEFA",2006,"UEFA","1","1","0","0","1"
"412","South Korea","Togo",2,1,1751,"AFC",1487,"CAF",2006,"UEFA","0","0","1","0","0"
"413","France","South Korea",1,1,1970,"UEFA",1751,"AFC",2006,"UEFA","1","0","0","0","1"
"414","Switzerland","Togo",2,0,1793,"UEFA",1487,"CAF",2006,"UEFA","1","0","1","0","0"
"415","France","Togo",2,0,1970,"UEFA",1487,"CAF",2006,"UEFA","1","0","1","0","0"
"416","Switzerland","South Korea",2,0,1793,"UEFA",1751,"AFC",2006,"UEFA","1","0","1","0","0"
"417","Saudi Arabia","Tunisia",2,2,1584,"AFC",1707,"CAF",2006,"UEFA","0","0","0","0","1"
"418","Spain","Ukraine",4,0,1954,"UEFA",1779,"UEFA",2006,"UEFA","1","1","1","0","0"
"419","Spain","Tunisia",3,1,1954,"UEFA",1707,"CAF",2006,"UEFA","1","0","1","0","0"
"420","Ukraine","Saudi Arabia",4,0,1779,"UEFA",1584,"AFC",2006,"UEFA","1","0","1","0","0"
"421","Spain","Saudi Arabia",1,0,1954,"UEFA",1584,"AFC",2006,"UEFA","1","0","1","0","0"
"422","Ukraine","Tunisia",1,0,1779,"UEFA",1707,"CAF",2006,"UEFA","1","0","1","0","0"
"423","Argentina","Mexico",2,1,1922,"CONMEBOL",1837,"CONCACAF",2006,"UEFA","0","0","1","0","0"
"424","Germany","Sweden",2,0,1889,"UEFA",1866,"UEFA",2006,"UEFA","1","1","1","0","0"
"425","England","Ecuador",1,0,1969,"UEFA",1698,"CONMEBOL",2006,"UEFA","1","0","1","0","0"
"426","Portugal","Netherlands",1,0,1915,"UEFA",2002,"UEFA",2006,"UEFA","1","1","1","0","0"
"427","Italy","Australia",1,0,1948,"UEFA",1794,"AFC",2006,"UEFA","1","0","1","0","0"
"428","Switzerland","Ukraine",0,0,1793,"UEFA",1779,"UEFA",2006,"UEFA","1","1","0","0","1"
"429","Brazil","Ghana",3,0,2032,"CONMEBOL",1597,"CAF",2006,"UEFA","0","0","1","0","0"
"430","France","Spain",3,1,1970,"UEFA",1954,"UEFA",2006,"UEFA","1","1","1","0","0"
"431","Germany","Argentina",1,1,1889,"UEFA",1922,"CONMEBOL",2006,"UEFA","1","0","0","0","1"
"432","Italy","Ukraine",3,0,1948,"UEFA",1779,"UEFA",2006,"UEFA","1","1","1","0","0"
"433","France","Brazil",1,0,1970,"UEFA",2032,"CONMEBOL",2006,"UEFA","1","0","1","0","0"
"434","England","Portugal",0,0,1969,"UEFA",1915,"UEFA",2006,"UEFA","1","1","0","0","1"
"435","Germany","Italy",0,2,1889,"UEFA",1948,"UEFA",2006,"UEFA","1","1","0","1","0"
"436","France","Portugal",1,0,1970,"UEFA",1915,"UEFA",2006,"UEFA","1","1","1","0","0"
"437","Germany","Portugal",3,1,1889,"UEFA",1915,"UEFA",2006,"UEFA","1","1","1","0","0"
"438","France","Italy",1,1,1970,"UEFA",1948,"UEFA",2006,"UEFA","1","1","0","0","1"
"439","South Africa","Mexico",1,1,1583,"CAF",1889,"CONCACAF",2010,"CAF","1","0","0","0","1"
"440","France","Uruguay",0,0,1878,"UEFA",1844,"CONMEBOL",2010,"CAF","0","0","0","0","1"
"441","South Africa","Uruguay",0,3,1583,"CAF",1844,"CONMEBOL",2010,"CAF","1","0","0","1","0"
"442","Mexico","France",2,0,1889,"CONCACAF",1878,"UEFA",2010,"CAF","0","0","1","0","0"
"443","South Africa","France",2,1,1583,"CAF",1878,"UEFA",2010,"CAF","1","0","1","0","0"
"444","Uruguay","Mexico",1,0,1844,"CONMEBOL",1889,"CONCACAF",2010,"CAF","0","0","1","0","0"
"445","Argentina","Nigeria",1,0,1920,"CONMEBOL",1707,"CAF",2010,"CAF","0","1","1","0","0"
"446","South Korea","Greece",2,0,1767,"AFC",1751,"UEFA",2010,"CAF","0","0","1","0","0"
"447","Argentina","South Korea",4,1,1920,"CONMEBOL",1767,"AFC",2010,"CAF","0","0","1","0","0"
"448","Greece","Nigeria",2,1,1751,"UEFA",1707,"CAF",2010,"CAF","0","1","1","0","0"
"449","Argentina","Greece",2,0,1920,"CONMEBOL",1751,"UEFA",2010,"CAF","0","0","1","0","0"
"450","Nigeria","South Korea",2,2,1707,"CAF",1767,"AFC",2010,"CAF","1","0","0","0","1"
"451","England","United States",1,1,2001,"UEFA",1770,"CONCACAF",2010,"CAF","0","0","0","0","1"
"452","Slovenia","Algeria",1,0,1680,"UEFA",1537,"CAF",2010,"CAF","0","1","1","0","0"
"453","Algeria","England",0,0,1537,"CAF",2001,"UEFA",2010,"CAF","1","0","0","0","1"
"454","Slovenia","United States",2,2,1680,"UEFA",1770,"CONCACAF",2010,"CAF","0","0","0","0","1"
"455","England","Slovenia",1,0,2001,"UEFA",1680,"UEFA",2010,"CAF","0","0","1","0","0"
"456","United States","Algeria",1,0,1770,"CONCACAF",1537,"CAF",2010,"CAF","0","1","1","0","0"
"457","Germany","Australia",4,0,1954,"UEFA",1792,"AFC",2010,"CAF","0","0","1","0","0"
"458","Ghana","Serbia",1,0,1686,"CAF",1842,"UEFA",2010,"CAF","1","0","1","0","0"
"459","Serbia","Germany",1,0,1842,"UEFA",1954,"UEFA",2010,"CAF","0","0","1","0","0"
"460","Australia","Ghana",1,1,1792,"AFC",1686,"CAF",2010,"CAF","0","1","0","0","1"
"461","Australia","Serbia",2,1,1792,"AFC",1842,"UEFA",2010,"CAF","0","0","1","0","0"
"462","Germany","Ghana",1,0,1954,"UEFA",1686,"CAF",2010,"CAF","0","1","1","0","0"
"463","Japan","Cameroon",1,0,1702,"AFC",1700,"CAF",2010,"CAF","0","1","1","0","0"
"464","Netherlands","Denmark",2,0,2041,"UEFA",1792,"UEFA",2010,"CAF","0","0","1","0","0"
"465","Denmark","Cameroon",2,1,1792,"UEFA",1700,"CAF",2010,"CAF","0","1","1","0","0"
"466","Netherlands","Japan",1,0,2041,"UEFA",1702,"AFC",2010,"CAF","0","0","1","0","0"
"467","Japan","Denmark",3,1,1702,"AFC",1792,"UEFA",2010,"CAF","0","0","1","0","0"
"468","Netherlands","Cameroon",2,1,2041,"UEFA",1700,"CAF",2010,"CAF","0","1","1","0","0"
"469","Italy","Paraguay",1,1,1951,"UEFA",1750,"CONMEBOL",2010,"CAF","0","0","0","0","1"
"470","New Zealand","Slovakia",1,1,1540,"OFC",1656,"UEFA",2010,"CAF","0","0","0","0","1"
"471","Italy","New Zealand",1,1,1951,"UEFA",1540,"OFC",2010,"CAF","0","0","0","0","1"
"472","Paraguay","Slovakia",2,0,1750,"CONMEBOL",1656,"UEFA",2010,"CAF","0","0","1","0","0"
"473","New Zealand","Paraguay",0,0,1540,"OFC",1750,"CONMEBOL",2010,"CAF","0","0","0","0","1"
"474","Slovakia","Italy",3,2,1656,"UEFA",1951,"UEFA",2010,"CAF","0","0","1","0","0"
"475","Brazil","North Korea",2,1,2108,"CONMEBOL",1540,"AFC",2010,"CAF","0","0","1","0","0"
"476","Ivory Coast","Portugal",0,0,1728,"CAF",1874,"UEFA",2010,"CAF","1","0","0","0","1"
"477","Brazil","Ivory Coast",3,1,2108,"CONMEBOL",1728,"CAF",2010,"CAF","0","1","1","0","0"
"478","Portugal","North Korea",7,0,1874,"UEFA",1540,"AFC",2010,"CAF","0","0","1","0","0"
"479","Ivory Coast","North Korea",3,0,1728,"CAF",1540,"AFC",2010,"CAF","1","0","1","0","0"
"480","Brazil","Portugal",0,0,2108,"CONMEBOL",1874,"UEFA",2010,"CAF","0","0","0","0","1"
"481","Chile","Honduras",1,0,1875,"CONMEBOL",1740,"CONCACAF",2010,"CAF","0","0","1","0","0"
"482","Switzerland","Spain",1,0,1759,"UEFA",2108,"UEFA",2010,"CAF","0","0","1","0","0"
"483","Chile","Switzerland",1,0,1875,"CONMEBOL",1759,"UEFA",2010,"CAF","0","0","1","0","0"
"484","Spain","Honduras",2,0,2108,"UEFA",1740,"CONCACAF",2010,"CAF","0","0","1","0","0"
"485","Honduras","Switzerland",0,0,1740,"CONCACAF",1759,"UEFA",2010,"CAF","0","0","0","0","1"
"486","Spain","Chile",2,1,2108,"UEFA",1875,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"487","Ghana","United States",2,1,1686,"CAF",1770,"CONCACAF",2010,"CAF","1","0","1","0","0"
"488","Uruguay","South Korea",2,1,1844,"CONMEBOL",1767,"AFC",2010,"CAF","0","0","1","0","0"
"489","Argentina","Mexico",3,1,1920,"CONMEBOL",1889,"CONCACAF",2010,"CAF","0","0","1","0","0"
"490","Germany","England",4,1,1954,"UEFA",2001,"UEFA",2010,"CAF","0","0","1","0","0"
"491","Brazil","Chile",3,0,2108,"CONMEBOL",1875,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"492","Netherlands","Slovakia",2,1,2041,"UEFA",1656,"UEFA",2010,"CAF","0","0","1","0","0"
"493","Japan","Paraguay",0,0,1702,"AFC",1750,"CONMEBOL",2010,"CAF","0","0","0","0","1"
"494","Spain","Portugal",1,0,2108,"UEFA",1874,"UEFA",2010,"CAF","0","0","1","0","0"
"495","Netherlands","Brazil",2,1,2041,"UEFA",2108,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"496","Ghana","Uruguay",1,1,1686,"CAF",1844,"CONMEBOL",2010,"CAF","1","0","0","0","1"
"497","Germany","Argentina",4,0,1954,"UEFA",1920,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"498","Spain","Paraguay",1,0,2108,"UEFA",1750,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"499","Netherlands","Uruguay",3,2,2041,"UEFA",1844,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"500","Spain","Germany",1,0,2108,"UEFA",1954,"UEFA",2010,"CAF","0","0","1","0","0"
"501","Germany","Uruguay",3,2,1954,"UEFA",1844,"CONMEBOL",2010,"CAF","0","0","1","0","0"
"502","Spain","Netherlands",1,0,2108,"UEFA",2041,"UEFA",2010,"CAF","0","0","1","0","0"
"503","Brazil","Croatia",3,1,2134,"CONMEBOL",1813,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"504","Mexico","Cameroon",1,0,1834,"CONCACAF",1612,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"505","Brazil","Mexico",0,0,2134,"CONMEBOL",1834,"CONCACAF",2014,"CONMEBOL","1","0","0","0","1"
"506","Croatia","Cameroon",4,0,1813,"UEFA",1612,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"507","Brazil","Cameroon",4,1,2134,"CONMEBOL",1612,"CAF",2014,"CONMEBOL","1","0","1","0","0"
"508","Mexico","Croatia",3,1,1834,"CONCACAF",1813,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"509","Chile","Australia",3,1,1919,"CONMEBOL",1716,"AFC",2014,"CONMEBOL","1","0","1","0","0"
"510","Netherlands","Spain",5,1,1984,"UEFA",2108,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"511","Chile","Spain",2,0,1919,"CONMEBOL",2108,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"512","Netherlands","Australia",3,2,1984,"UEFA",1716,"AFC",2014,"CONMEBOL","0","0","1","0","0"
"513","Netherlands","Chile",2,0,1984,"UEFA",1919,"CONMEBOL",2014,"CONMEBOL","0","1","1","0","0"
"514","Spain","Australia",3,0,2108,"UEFA",1716,"AFC",2014,"CONMEBOL","0","0","1","0","0"
"515","Colombia","Greece",3,0,1917,"CONMEBOL",1823,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"516","Ivory Coast","Japan",2,1,1773,"CAF",1769,"AFC",2014,"CONMEBOL","0","0","1","0","0"
"517","Colombia","Ivory Coast",2,1,1917,"CONMEBOL",1773,"CAF",2014,"CONMEBOL","1","0","1","0","0"
"518","Greece","Japan",0,0,1823,"UEFA",1769,"AFC",2014,"CONMEBOL","0","0","0","0","1"
"519","Colombia","Japan",4,1,1917,"CONMEBOL",1769,"AFC",2014,"CONMEBOL","1","0","1","0","0"
"520","Greece","Ivory Coast",2,1,1823,"UEFA",1773,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"521","Costa Rica","Uruguay",3,1,1726,"CONCACAF",1916,"CONMEBOL",2014,"CONMEBOL","0","1","1","0","0"
"522","Italy","England",2,1,1898,"UEFA",1942,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"523","Uruguay","England",2,1,1916,"CONMEBOL",1942,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"524","Costa Rica","Italy",1,0,1726,"CONCACAF",1898,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"525","Costa Rica","England",0,0,1726,"CONCACAF",1942,"UEFA",2014,"CONMEBOL","0","0","0","0","1"
"526","Uruguay","Italy",1,0,1916,"CONMEBOL",1898,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"527","France","Honduras",3,0,1895,"UEFA",1663,"CONCACAF",2014,"CONMEBOL","0","0","1","0","0"
"528","Switzerland","Ecuador",2,1,1849,"UEFA",1834,"CONMEBOL",2014,"CONMEBOL","0","1","1","0","0"
"529","Ecuador","Honduras",2,1,1834,"CONMEBOL",1663,"CONCACAF",2014,"CONMEBOL","1","0","1","0","0"
"530","France","Switzerland",5,2,1895,"UEFA",1849,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"531","Ecuador","France",0,0,1834,"CONMEBOL",1895,"UEFA",2014,"CONMEBOL","1","0","0","0","1"
"532","Switzerland","Honduras",3,0,1849,"UEFA",1663,"CONCACAF",2014,"CONMEBOL","0","0","1","0","0"
"533","Argentina","Bosnia and Herzegovina",2,1,2016,"CONMEBOL",1776,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"534","Iran","Nigeria",0,0,1708,"AFC",1725,"CAF",2014,"CONMEBOL","0","0","0","0","1"
"535","Argentina","Iran",1,0,2016,"CONMEBOL",1708,"AFC",2014,"CONMEBOL","1","0","1","0","0"
"536","Nigeria","Bosnia and Herzegovina",1,0,1725,"CAF",1776,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"537","Argentina","Nigeria",3,2,2016,"CONMEBOL",1725,"CAF",2014,"CONMEBOL","1","0","1","0","0"
"538","Bosnia and Herzegovina","Iran",3,1,1776,"UEFA",1708,"AFC",2014,"CONMEBOL","0","0","1","0","0"
"539","Germany","Portugal",4,0,2072,"UEFA",1927,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"540","United States","Ghana",2,1,1854,"CONCACAF",1692,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"541","Germany","Ghana",2,2,2072,"UEFA",1692,"CAF",2014,"CONMEBOL","0","0","0","0","1"
"542","Portugal","United States",2,2,1927,"UEFA",1854,"CONCACAF",2014,"CONMEBOL","0","0","0","0","1"
"543","Germany","United States",1,0,2072,"UEFA",1854,"CONCACAF",2014,"CONMEBOL","0","0","1","0","0"
"544","Portugal","Ghana",2,1,1927,"UEFA",1692,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"545","Belgium","Algeria",2,1,1850,"UEFA",1615,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"546","Russia","South Korea",1,1,1847,"UEFA",1686,"AFC",2014,"CONMEBOL","0","0","0","0","1"
"547","Algeria","South Korea",4,2,1615,"CAF",1686,"AFC",2014,"CONMEBOL","0","0","1","0","0"
"548","Belgium","Russia",1,0,1850,"UEFA",1847,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"549","Algeria","Russia",1,1,1615,"CAF",1847,"UEFA",2014,"CONMEBOL","0","0","0","0","1"
"550","Belgium","South Korea",1,0,1850,"UEFA",1686,"AFC",2014,"CONMEBOL","0","0","1","0","0"
"551","Brazil","Chile",1,1,2134,"CONMEBOL",1919,"CONMEBOL",2014,"CONMEBOL","1","1","0","0","1"
"552","Colombia","Uruguay",2,0,1917,"CONMEBOL",1916,"CONMEBOL",2014,"CONMEBOL","1","1","1","0","0"
"553","Costa Rica","Greece",1,1,1726,"CONCACAF",1823,"UEFA",2014,"CONMEBOL","0","0","0","0","1"
"554","Netherlands","Mexico",2,1,1984,"UEFA",1834,"CONCACAF",2014,"CONMEBOL","0","0","1","0","0"
"555","France","Nigeria",2,0,1895,"UEFA",1725,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"556","Germany","Algeria",2,1,2072,"UEFA",1615,"CAF",2014,"CONMEBOL","0","0","1","0","0"
"557","Argentina","Switzerland",1,0,2016,"CONMEBOL",1849,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"558","Belgium","United States",2,1,1850,"UEFA",1854,"CONCACAF",2014,"CONMEBOL","0","0","1","0","0"
"559","Brazil","Colombia",2,1,2134,"CONMEBOL",1917,"CONMEBOL",2014,"CONMEBOL","1","1","1","0","0"
"560","Germany","France",1,0,2072,"UEFA",1895,"UEFA",2014,"CONMEBOL","0","0","1","0","0"
"561","Argentina","Belgium",1,0,2016,"CONMEBOL",1850,"UEFA",2014,"CONMEBOL","1","0","1","0","0"
"562","Costa Rica","Netherlands",0,0,1726,"CONCACAF",1984,"UEFA",2014,"CONMEBOL","0","0","0","0","1"
"563","Brazil","Germany",1,7,2134,"CONMEBOL",2072,"UEFA",2014,"CONMEBOL","1","0","0","1","0"
"564","Argentina","Netherlands",0,0,2016,"CONMEBOL",1984,"UEFA",2014,"CONMEBOL","1","0","0","0","1"
"565","Brazil","Netherlands",0,3,2134,"CONMEBOL",1984,"UEFA",2014,"CONMEBOL","1","0","0","1","0"
"566","Germany","Argentina",1,0,2072,"UEFA",2016,"CONMEBOL",2014,"CONMEBOL","0","1","1","0","0"
